order_id,order_date,customer_name,segment,region,state,city,ship_mode,category,sub_category,product_name,quantity,sales,profit,discount,shipping_cost
ORD-2021-00965,2021-10-08,Customer 202,Consumer,East,Florida,Miami,Same Day,Furniture,Furnishings,Furnishings Product 49,1,68.1,10.66,0.0,4.45
ORD-2022-00966,2022-12-29,Customer 143,Home Office,East,Washington,Seattle,Same Day,Technology,Copiers,Copiers Product 19,4,2427.94,103.19,0.4,168.97
ORD-2023-00967,2023-10-01,Customer 188,Corporate,Central,Ohio,Cleveland,First Class,Office Supplies,Storage,Storage Product 60,7,936.67,13.36,0.0,60.98
ORD-2023-00968,2023-05-19,Customer 270,Consumer,East,California,Los Angeles,First Class,Technology,Accessories,Accessories Product 25,1,58.71,16.85,0.05,2.0
ORD-2022-00969,2022-11-04,Customer 141,Consumer,South,California,San Diego,First Class,Technology,Copiers,Copiers Product 62,8,7670.62,1619.96,0.0,313.64
ORD-2022-00970,2022-07-16,Customer 243,Home Office,South,Pennsylvania,Pittsburgh,Standard Class,Office Supplies,Art,Art Product 70,1,19.5,2.4,0.1,2.0
ORD-2023-00971,2023-01-27,Customer 062,Consumer,Central,Texas,Houston,Standard Class,Technology,Accessories,Accessories Product 08,4,327.35,125.85,0.05,14.34
ORD-2022-00972,2022-10-06,Customer 163,Consumer,South,Michigan,Detroit,First Class,Technology,Copiers,Copiers Product 22,6,5130.76,972.23,0.05,379.02
ORD-2023-00973,2023-11-24,Customer 257,Corporate,East,California,Los Angeles,Standard Class,Technology,Machines,Machines Product 19,3,1083.05,117.84,0.0,67.56
ORD-2021-00974,2021-12-20,Customer 002,Corporate,Central,Ohio,Columbus,First Class,Furniture,Bookcases,Bookcases Product 40,8,1407.01,-93.9,0.15,46.14
ORD-2021-00975,2021-08-30,Customer 045,Consumer,East,New York,New York City,Standard Class,Furniture,Chairs,Chairs Product 24,8,1591.4,195.55,0.0,56.71
ORD-2021-00976,2021-12-13,Customer 098,Consumer,Central,Washington,Tacoma,Same Day,Office Supplies,Paper,Paper Product 17,1,12.68,0.58,0.2,2.0
ORD-2024-00977,2024-12-16,Customer 103,Consumer,West,Washington,Seattle,First Class,Technology,Copiers,Copiers Product 23,7,6954.48,1860.76,0.0,546.99
ORD-2024-00978,2024-11-29,Customer 088,Corporate,East,Illinois,Chicago,Same Day,Furniture,Chairs,Chairs Product 05,1,120.62,4.33,0.2,9.26
ORD-2021-00979,2021-11-15,Customer 283,Consumer,South,Florida,Miami,Second Class,Furniture,Tables,Tables Product 35,8,2677.99,-102.9,0.05,55.97
ORD-2022-00980,2022-06-13,Customer 166,Consumer,West,Texas,Dallas,Standard Class,Technology,Copiers,Copiers Product 48,4,2904.58,858.99,0.0,150.01
ORD-2022-00981,2022-10-23,Customer 173,Home Office,East,Texas,Dallas,First Class,Office Supplies,Labels,Labels Product 13,1,10.65,1.71,0.1,2.0
ORD-2022-00982,2022-09-20,Customer 223,Consumer,Central,Michigan,Detroit,Second Class,Technology,Accessories,Accessories Product 52,5,502.01,87.55,0.1,22.98
ORD-2022-00983,2022-06-02,Customer 120,Corporate,West,Florida,Miami,Same Day,Office Supplies,Art,Art Product 65,1,13.77,-1.27,0.5,2.0
ORD-2022-00984,2022-07-06,Customer 269,Consumer,East,Texas,Dallas,Second Class,Office Supplies,Appliances,Appliances Product 26,5,439.52,-69.57,0.3,33.78
ORD-2021-00985,2021-09-24,Customer 085,Consumer,South,Texas,Dallas,Second Class,Office Supplies,Binders,Binders Product 59,3,65.95,6.16,0.1,2.0
ORD-2022-00986,2022-02-15,Customer 126,Consumer,West,Washington,Tacoma,First Class,Office Supplies,Storage,Storage Product 20,6,647.1,99.56,0.0,38.51
ORD-2021-00987,2021-01-11,Customer 238,Corporate,West,Ohio,Columbus,Standard Class,Furniture,Bookcases,Bookcases Product 32,5,775.65,-113.09,0.4,50.11
ORD-2023-00988,2023-03-05,Customer 274,Consumer,East,Florida,Orlando,Standard Class,Technology,Accessories,Accessories Product 10,7,487.34,105.73,0.1,18.3
ORD-2022-00989,2022-03-31,Customer 204,Consumer,Central,Illinois,Chicago,Second Class,Office Supplies,Paper,Paper Product 10,6,101.54,10.74,0.15,5.78
ORD-2023-00990,2023-10-21,Customer 146,Consumer,West,Ohio,Columbus,Same Day,Technology,Accessories,Accessories Product 40,1,53.93,17.83,0.05,2.17
ORD-2021-00991,2021-03-13,Customer 043,Consumer,West,Georgia,Atlanta,Standard Class,Technology,Machines,Machines Product 45,6,3850.62,371.77,0.1,229.47
ORD-2024-00992,2024-09-05,Customer 006,Consumer,West,Georgia,Atlanta,Same Day,Office Supplies,Binders,Binders Product 63,1,29.1,4.77,0.15,2.0
ORD-2023-00993,2023-05-16,Customer 231,Corporate,East,New York,Albany,Same Day,Office Supplies,Storage,Storage Product 65,1,77.83,-4.11,0.2,3.05
ORD-2024-00994,2024-12-29,Customer 173,Consumer,West,Ohio,Cleveland,Same Day,Furniture,Bookcases,Bookcases Product 76,7,976.82,-74.74,0.2,31.02
ORD-2023-00995,2023-06-10,Customer 190,Home Office,West,Pennsylvania,Pittsburgh,First Class,Technology,Copiers,Copiers Product 33,1,948.55,326.86,0.0,40.48
ORD-2021-00996,2021-02-18,Customer 183,Consumer,West,Pennsylvania,Pittsburgh,Same Day,Furniture,Tables,Tables Product 05,8,2356.07,-158.39,0.2,116.7
ORD-2022-00997,2022-05-25,Customer 177,Consumer,West,Pennsylvania,Pittsburgh,Second Class,Technology,Phones,Phones Product 59,3,664.83,25.79,0.3,39.75
ORD-2023-00998,2023-12-09,Customer 052,Consumer,West,Texas,Austin,Standard Class,Furniture,Chairs,Chairs Product 49,7,616.87,-97.2,0.5,29.81
ORD-2022-00999,2022-11-23,Customer 041,Consumer,West,Texas,Austin,Second Class,Office Supplies,Labels,Labels Product 56,6,64.78,21.69,0.0,5.04
ORD-2024-01000,2024-03-15,Customer 243,Corporate,Central,Washington,Seattle,Same Day,Technology,Copiers,Copiers Product 28,3,1539.24,355.09,0.05,99.2
ORD-2022-01001,2022-07-17,Customer 146,Corporate,West,Michigan,Detroit,Second Class,Office Supplies,Paper,Paper Product 35,2,19.5,2.6,0.3,2.0
ORD-2021-01002,2021-02-08,Customer 116,Consumer,West,Michigan,Detroit,Second Class,Office Supplies,Labels,Labels Product 03,3,46.71,14.04,0.0,2.85
ORD-2021-01003,2021-05-11,Customer 169,Corporate,Central,Michigan,Detroit,Standard Class,Office Supplies,Labels,Labels Product 70,8,97.47,19.83,0.15,3.93
ORD-2022-01004,2022-12-04,Customer 131,Consumer,South,Pennsylvania,Philadelphia,Standard Class,Furniture,Bookcases,Bookcases Product 52,3,413.96,-125.9,0.5,7.08
ORD-2024-01005,2024-07-17,Customer 232,Corporate,West,Georgia,Atlanta,Second Class,Furniture,Bookcases,Bookcases Product 60,1,202.0,1.46,0.05,3.42
ORD-2024-01006,2024-07-02,Customer 193,Corporate,East,Florida,Orlando,Standard Class,Furniture,Furnishings,Furnishings Product 69,5,177.43,-24.65,0.5,4.18
ORD-2021-01007,2021-07-18,Customer 206,Corporate,South,Texas,Houston,Second Class,Furniture,Tables,Tables Product 71,6,1073.3,-88.85,0.2,44.6
ORD-2023-01008,2023-05-07,Customer 163,Consumer,West,New York,Albany,Same Day,Office Supplies,Storage,Storage Product 65,5,313.43,-11.52,0.3,15.61
ORD-2022-01009,2022-04-07,Customer 091,Consumer,Central,Pennsylvania,Philadelphia,First Class,Office Supplies,Appliances,Appliances Product 52,4,354.05,-57.04,0.4,11.95
ORD-2023-01010,2023-08-09,Customer 015,Consumer,South,Ohio,Cleveland,Standard Class,Office Supplies,Labels,Labels Product 80,3,33.26,5.9,0.05,2.0
ORD-2024-01011,2024-05-12,Customer 242,Consumer,South,Washington,Seattle,Standard Class,Furniture,Furnishings,Furnishings Product 12,5,457.69,42.52,0.1,35.18
ORD-2024-01012,2024-05-16,Customer 123,Consumer,East,Washington,Seattle,Second Class,Office Supplies,Labels,Labels Product 23,6,64.42,10.5,0.1,2.94
ORD-2022-01013,2022-10-23,Customer 228,Consumer,South,Pennsylvania,Pittsburgh,Same Day,Technology,Phones,Phones Product 31,3,1468.24,237.73,0.0,98.06
ORD-2023-01014,2023-10-22,Customer 036,Home Office,South,Texas,Houston,Same Day,Office Supplies,Art,Art Product 01,4,112.41,9.59,0.1,7.16
ORD-2023-01015,2023-12-01,Customer 274,Consumer,West,Florida,Miami,Standard Class,Office Supplies,Appliances,Appliances Product 04,2,367.61,19.88,0.15,15.99
ORD-2022-01016,2022-08-23,Customer 064,Consumer,Central,Georgia,Atlanta,First Class,Office Supplies,Labels,Labels Product 14,2,19.93,3.55,0.05,2.0
ORD-2024-01017,2024-04-02,Customer 248,Consumer,Central,Illinois,Chicago,First Class,Office Supplies,Binders,Binders Product 27,1,12.71,-2.23,0.4,2.0
ORD-2024-01018,2024-08-07,Customer 228,Consumer,South,Washington,Tacoma,First Class,Office Supplies,Appliances,Appliances Product 43,6,1160.19,78.18,0.05,76.78
ORD-2024-01019,2024-03-09,Customer 190,Consumer,Central,Florida,Miami,First Class,Technology,Phones,Phones Product 73,2,567.42,65.11,0.0,21.89
ORD-2022-01020,2022-09-21,Customer 066,Consumer,East,Pennsylvania,Pittsburgh,Same Day,Office Supplies,Paper,Paper Product 19,2,40.5,10.69,0.0,2.21
ORD-2022-01021,2022-06-11,Customer 187,Corporate,South,Texas,Austin,Same Day,Office Supplies,Binders,Binders Product 66,3,103.25,12.63,0.0,6.55
ORD-2023-01022,2023-09-04,Customer 194,Corporate,South,Michigan,Detroit,Same Day,Office Supplies,Paper,Paper Product 63,3,65.82,10.68,0.1,3.76
ORD-2021-01023,2021-12-26,Customer 115,Home Office,West,Illinois,Chicago,Standard Class,Furniture,Furnishings,Furnishings Product 20,8,513.91,116.29,0.05,17.01
ORD-2024-01024,2024-08-24,Customer 269,Home Office,East,California,San Diego,First Class,Technology,Machines,Machines Product 30,5,2885.26,99.7,0.3,182.32
ORD-2024-01025,2024-09-22,Customer 029,Consumer,South,Florida,Miami,Second Class,Technology,Phones,Phones Product 58,1,201.35,-24.26,0.5,10.44
ORD-2022-01026,2022-05-17,Customer 234,Corporate,Central,Washington,Seattle,First Class,Technology,Accessories,Accessories Product 23,2,174.51,28.24,0.15,3.07
ORD-2024-01027,2024-02-05,Customer 107,Home Office,Central,Texas,Austin,Same Day,Technology,Accessories,Accessories Product 30,2,293.14,77.8,0.05,9.05
ORD-2023-01028,2023-08-09,Customer 043,Corporate,West,Washington,Tacoma,Second Class,Technology,Phones,Phones Product 61,3,1164.52,296.24,0.0,32.41
ORD-2024-01029,2024-05-10,Customer 100,Home Office,East,New York,Albany,Same Day,Furniture,Chairs,Chairs Product 76,3,255.95,-10.98,0.3,17.24
ORD-2021-01030,2021-01-02,Customer 264,Consumer,Central,Texas,Dallas,First Class,Technology,Machines,Machines Product 37,6,2904.19,102.12,0.1,223.17
ORD-2022-01031,2022-06-26,Customer 058,Corporate,East,Georgia,Atlanta,First Class,Office Supplies,Paper,Paper Product 24,6,114.27,12.25,0.15,5.34
ORD-2023-01032,2023-11-10,Customer 100,Corporate,West,Florida,Miami,Second Class,Furniture,Tables,Tables Product 14,6,1008.23,-103.32,0.3,65.12
ORD-2022-01033,2022-09-22,Customer 099,Consumer,Central,Florida,Miami,Second Class,Furniture,Bookcases,Bookcases Product 51,6,933.81,-200.92,0.3,61.7
ORD-2024-01034,2024-06-03,Customer 138,Home Office,South,Michigan,Detroit,Same Day,Office Supplies,Storage,Storage Product 30,1,86.31,-7.04,0.2,6.53
ORD-2022-01035,2022-09-14,Customer 214,Consumer,West,Illinois,Chicago,Same Day,Furniture,Bookcases,Bookcases Product 01,7,1758.85,121.99,0.05,113.52
ORD-2021-01036,2021-04-24,Customer 104,Consumer,Central,Pennsylvania,Pittsburgh,First Class,Office Supplies,Storage,Storage Product 27,3,261.39,19.74,0.0,15.17
ORD-2022-01037,2022-08-27,Customer 258,Corporate,West,Illinois,Chicago,Standard Class,Office Supplies,Binders,Binders Product 57,4,87.27,10.58,0.2,6.17
ORD-2021-01038,2021-06-02,Customer 024,Home Office,Central,Michigan,Detroit,Same Day,Technology,Copiers,Copiers Product 50,2,445.25,-3.87,0.4,26.58
ORD-2022-01039,2022-05-27,Customer 225,Consumer,West,Illinois,Chicago,Second Class,Technology,Machines,Machines Product 37,7,3590.55,422.88,0.1,79.77
ORD-2021-01040,2021-06-01,Customer 288,Home Office,South,Michigan,Detroit,First Class,Furniture,Furnishings,Furnishings Product 12,7,457.68,35.75,0.1,19.9
ORD-2024-01041,2024-03-18,Customer 185,Corporate,East,California,Los Angeles,Second Class,Furniture,Bookcases,Bookcases Product 58,2,170.93,-40.38,0.4,10.87
ORD-2022-01042,2022-01-13,Customer 072,Consumer,East,Florida,Orlando,Same Day,Furniture,Tables,Tables Product 16,8,3013.6,-446.35,0.15,171.01
ORD-2023-01043,2023-03-23,Customer 224,Consumer,South,Georgia,Atlanta,First Class,Office Supplies,Binders,Binders Product 05,3,90.47,5.77,0.0,7.0
ORD-2024-01044,2024-01-09,Customer 273,Corporate,Central,Michigan,Detroit,Standard Class,Furniture,Bookcases,Bookcases Product 21,5,676.75,-193.34,0.5,45.28
ORD-2024-01045,2024-03-21,Customer 142,Consumer,Central,New York,Albany,Second Class,Office Supplies,Art,Art Product 60,7,59.84,6.3,0.05,2.65
ORD-2024-01046,2024-08-25,Customer 004,Consumer,Central,Georgia,Atlanta,Standard Class,Furniture,Tables,Tables Product 80,7,1064.64,-261.52,0.4,73.28
ORD-2021-01047,2021-01-18,Customer 103,Home Office,West,Michigan,Detroit,Second Class,Technology,Machines,Machines Product 74,5,4091.15,284.11,0.1,307.44
ORD-2022-01048,2022-01-22,Customer 277,Consumer,West,Georgia,Atlanta,First Class,Office Supplies,Paper,Paper Product 45,4,51.59,6.61,0.2,3.98
ORD-2022-01049,2022-10-08,Customer 112,Consumer,West,Ohio,Cleveland,Same Day,Office Supplies,Labels,Labels Product 46,1,13.86,3.83,0.0,2.0
ORD-2021-01050,2021-09-10,Customer 225,Home Office,West,Washington,Tacoma,Same Day,Office Supplies,Appliances,Appliances Product 52,5,745.32,148.9,0.0,20.8
ORD-2024-01051,2024-04-23,Customer 108,Consumer,South,Michigan,Detroit,First Class,Office Supplies,Binders,Binders Product 16,6,81.42,14.01,0.0,6.2
ORD-2022-01052,2022-10-11,Customer 009,Corporate,South,Illinois,Chicago,Same Day,Furniture,Tables,Tables Product 01,6,863.74,-332.83,0.5,34.29
ORD-2023-01053,2023-03-31,Customer 154,Home Office,East,New York,Buffalo,Standard Class,Office Supplies,Binders,Binders Product 30,4,50.85,-2.88,0.4,4.07
ORD-2024-01054,2024-08-25,Customer 128,Consumer,South,Florida,Orlando,Second Class,Office Supplies,Appliances,Appliances Product 23,2,187.22,15.73,0.0,9.68
ORD-2023-01055,2023-11-29,Customer 213,Consumer,Central,Washington,Tacoma,Second Class,Technology,Machines,Machines Product 21,7,3441.4,108.53,0.05,145.4
ORD-2023-01056,2023-11-29,Customer 016,Corporate,Central,Illinois,Chicago,Same Day,Office Supplies,Labels,Labels Product 64,6,72.31,11.1,0.2,2.04
ORD-2024-01057,2024-07-04,Customer 074,Consumer,Central,California,San Francisco,Same Day,Furniture,Bookcases,Bookcases Product 53,7,1746.51,60.54,0.0,31.48
ORD-2024-01058,2024-05-10,Customer 034,Consumer,West,Washington,Seattle,Same Day,Office Supplies,Paper,Paper Product 15,3,65.23,18.24,0.05,5.09
ORD-2023-01059,2023-05-01,Customer 132,Home Office,East,California,San Francisco,First Class,Office Supplies,Art,Art Product 17,1,16.74,1.8,0.1,2.0
ORD-2024-01060,2024-06-10,Customer 264,Corporate,East,Michigan,Detroit,Second Class,Office Supplies,Binders,Binders Product 17,5,151.47,35.14,0.0,10.2
ORD-2022-01061,2022-04-07,Customer 129,Consumer,West,Michigan,Detroit,First Class,Office Supplies,Labels,Labels Product 24,8,99.2,26.99,0.0,6.19
ORD-2022-01062,2022-11-05,Customer 068,Consumer,Central,Michigan,Detroit,Second Class,Office Supplies,Appliances,Appliances Product 42,5,531.32,-48.66,0.2,22.54
ORD-2024-01063,2024-04-01,Customer 008,Corporate,Central,California,Los Angeles,Second Class,Office Supplies,Binders,Binders Product 19,8,112.28,-16.74,0.5,6.32
ORD-2021-01064,2021-11-28,Customer 296,Consumer,East,Illinois,Chicago,Second Class,Furniture,Chairs,Chairs Product 52,5,929.18,26.12,0.15,41.24
ORD-2023-01065,2023-07-18,Customer 096,Corporate,East,Georgia,Atlanta,Same Day,Office Supplies,Art,Art Product 33,7,165.95,39.14,0.05,6.17
ORD-2024-01066,2024-01-30,Customer 188,Consumer,Central,Georgia,Atlanta,Second Class,Furniture,Chairs,Chairs Product 55,3,533.83,37.05,0.0,30.29
ORD-2021-01067,2021-07-13,Customer 158,Consumer,South,Florida,Miami,Standard Class,Technology,Machines,Machines Product 58,7,2975.94,-269.14,0.3,129.01
ORD-2023-01068,2023-10-31,Customer 182,Corporate,West,California,Los Angeles,Second Class,Technology,Accessories,Accessories Product 68,2,154.64,51.47,0.15,8.36
ORD-2024-01069,2024-02-27,Customer 272,Corporate,West,Georgia,Atlanta,Standard Class,Office Supplies,Art,Art Product 22,1,23.67,3.28,0.15,2.0
ORD-2024-01070,2024-10-25,Customer 218,Corporate,South,Texas,Austin,Same Day,Technology,Accessories,Accessories Product 26,1,24.41,0.55,0.4,2.0
ORD-2022-01071,2022-08-31,Customer 001,Consumer,South,Texas,Austin,First Class,Furniture,Furnishings,Furnishings Product 10,1,56.75,-0.29,0.4,2.0
ORD-2022-01072,2022-03-04,Customer 083,Consumer,East,Ohio,Columbus,Second Class,Office Supplies,Art,Art Product 32,3,52.8,11.22,0.0,2.13
ORD-2024-01073,2024-08-16,Customer 106,Consumer,West,Washington,Tacoma,First Class,Furniture,Tables,Tables Product 57,6,1140.34,-184.65,0.3,27.66
ORD-2022-01074,2022-11-02,Customer 225,Corporate,East,Michigan,Detroit,Same Day,Technology,Phones,Phones Product 39,8,3351.87,779.74,0.0,229.42
ORD-2021-01075,2021-11-11,Customer 131,Home Office,South,California,San Francisco,Same Day,Technology,Copiers,Copiers Product 15,1,746.18,81.0,0.2,41.6
ORD-2024-01076,2024-04-13,Customer 186,Consumer,Central,New York,New York City,Same Day,Technology,Machines,Machines Product 31,4,1102.82,-238.81,0.5,78.86
ORD-2024-01077,2024-12-07,Customer 261,Consumer,West,Florida,Orlando,First Class,Office Supplies,Appliances,Appliances Product 43,2,217.85,-14.09,0.3,9.21
ORD-2023-01078,2023-01-01,Customer 223,Consumer,Central,Michigan,Detroit,Same Day,Technology,Phones,Phones Product 35,4,1314.96,174.17,0.0,28.61
ORD-2024-01079,2024-02-23,Customer 051,Consumer,East,Ohio,Columbus,Second Class,Office Supplies,Art,Art Product 74,6,131.96,23.37,0.15,2.79
ORD-2023-01080,2023-01-09,Customer 226,Corporate,Central,California,San Francisco,Standard Class,Furniture,Furnishings,Furnishings Product 59,7,378.78,-17.32,0.15,19.8
ORD-2023-01081,2023-03-28,Customer 013,Consumer,Central,California,Los Angeles,Same Day,Office Supplies,Labels,Labels Product 43,4,41.79,4.98,0.1,2.0
ORD-2021-01082,2021-02-28,Customer 025,Corporate,East,Illinois,Chicago,First Class,Office Supplies,Storage,Storage Product 42,8,720.3,158.04,0.0,32.26
ORD-2021-01083,2021-11-25,Customer 171,Corporate,Central,Texas,Dallas,Second Class,Technology,Copiers,Copiers Product 46,4,1812.65,81.49,0.3,99.82
ORD-2022-01084,2022-10-11,Customer 096,Consumer,South,Ohio,Cleveland,Same Day,Office Supplies,Binders,Binders Product 49,8,155.45,8.67,0.15,4.37
ORD-2022-01085,2022-12-20,Customer 098,Corporate,South,Texas,Dallas,First Class,Furniture,Furnishings,Furnishings Product 75,8,815.32,33.94,0.0,28.69
ORD-2024-01086,2024-02-21,Customer 208,Consumer,Central,New York,New York City,First Class,Furniture,Furnishings,Furnishings Product 34,8,605.77,40.87,0.15,14.83
ORD-2023-01087,2023-12-28,Customer 126,Consumer,South,Florida,Miami,First Class,Furniture,Tables,Tables Product 71,2,653.61,-115.51,0.2,16.39
ORD-2021-01088,2021-02-23,Customer 248,Consumer,West,Washington,Seattle,Second Class,Furniture,Tables,Tables Product 57,3,746.96,-66.61,0.2,31.33
ORD-2023-01089,2023-04-25,Customer 187,Home Office,Central,Ohio,Cleveland,First Class,Technology,Machines,Machines Product 34,4,1602.68,-18.55,0.15,68.97
ORD-2022-01090,2022-04-26,Customer 050,Corporate,West,Illinois,Chicago,First Class,Furniture,Bookcases,Bookcases Product 65,8,1598.58,12.26,0.2,97.58
ORD-2021-01091,2021-08-03,Customer 295,Consumer,West,Georgia,Atlanta,Same Day,Office Supplies,Art,Art Product 07,8,179.38,34.35,0.1,8.06
ORD-2023-01092,2023-10-16,Customer 030,Consumer,South,Georgia,Atlanta,Second Class,Furniture,Chairs,Chairs Product 45,5,600.91,24.59,0.1,27.63
ORD-2021-01093,2021-05-11,Customer 252,Consumer,South,Florida,Miami,Second Class,Office Supplies,Binders,Binders Product 56,2,67.12,1.76,0.15,4.08
ORD-2023-01094,2023-03-23,Customer 261,Corporate,West,Florida,Orlando,First Class,Technology,Machines,Machines Product 53,8,4380.59,524.26,0.0,106.78
ORD-2021-01095,2021-01-14,Customer 272,Consumer,Central,New York,New York City,Second Class,Office Supplies,Binders,Binders Product 53,8,239.61,17.71,0.15,14.97
ORD-2022-01096,2022-05-25,Customer 049,Consumer,South,Pennsylvania,Philadelphia,Same Day,Office Supplies,Paper,Paper Product 52,6,103.0,20.97,0.05,5.39
ORD-2023-01097,2023-04-15,Customer 221,Consumer,West,New York,Buffalo,Second Class,Furniture,Furnishings,Furnishings Product 33,7,757.77,170.01,0.05,35.98
ORD-2022-01098,2022-06-18,Customer 011,Corporate,East,New York,Buffalo,Standard Class,Furniture,Tables,Tables Product 78,2,541.37,-130.92,0.4,10.26
ORD-2024-01099,2024-10-30,Customer 036,Home Office,West,California,Los Angeles,Same Day,Furniture,Tables,Tables Product 23,2,411.42,-73.34,0.4,11.21
ORD-2022-01100,2022-01-08,Customer 091,Corporate,West,Texas,Austin,Same Day,Furniture,Bookcases,Bookcases Product 65,6,479.83,-100.47,0.5,11.84
ORD-2021-01101,2021-03-04,Customer 056,Corporate,South,New York,Buffalo,Second Class,Office Supplies,Art,Art Product 45,6,63.1,-3.83,0.4,3.75
ORD-2021-01102,2021-07-24,Customer 284,Home Office,South,Pennsylvania,Pittsburgh,First Class,Furniture,Tables,Tables Product 09,6,1336.69,-219.73,0.2,49.45
ORD-2021-01103,2021-10-17,Customer 246,Consumer,West,Illinois,Chicago,Standard Class,Technology,Machines,Machines Product 76,2,955.16,-144.66,0.4,20.46
ORD-2024-01104,2024-09-20,Customer 103,Corporate,East,Georgia,Atlanta,Same Day,Office Supplies,Art,Art Product 37,7,149.32,5.33,0.2,5.35
ORD-2022-01105,2022-02-10,Customer 165,Consumer,East,Pennsylvania,Philadelphia,Same Day,Technology,Machines,Machines Product 72,7,3934.78,481.35,0.1,182.84
ORD-2022-01106,2022-09-19,Customer 161,Corporate,Central,Georgia,Atlanta,Standard Class,Furniture,Bookcases,Bookcases Product 07,7,822.13,-96.69,0.3,40.88
ORD-2022-01107,2022-09-13,Customer 023,Consumer,South,Ohio,Columbus,Second Class,Furniture,Bookcases,Bookcases Product 28,4,754.5,-86.38,0.1,16.16
ORD-2022-01108,2022-03-30,Customer 196,Consumer,Central,Michigan,Detroit,Standard Class,Office Supplies,Binders,Binders Product 27,6,182.69,17.79,0.0,13.43
ORD-2022-01109,2022-08-18,Customer 117,Home Office,Central,Illinois,Chicago,Same Day,Technology,Accessories,Accessories Product 48,8,371.69,-2.3,0.5,27.74
ORD-2021-01110,2021-04-02,Customer 140,Consumer,Central,Ohio,Cleveland,Same Day,Technology,Accessories,Accessories Product 53,1,99.25,28.62,0.0,5.94
ORD-2023-01111,2023-04-28,Customer 066,Consumer,Central,Michigan,Detroit,Standard Class,Furniture,Tables,Tables Product 29,8,1165.68,-366.01,0.5,22.83
ORD-2021-01112,2021-08-25,Customer 204,Corporate,West,Texas,Austin,First Class,Technology,Machines,Machines Product 37,8,5810.05,572.74,0.0,289.67
ORD-2024-01113,2024-03-13,Customer 255,Home Office,East,Washington,Seattle,Standard Class,Technology,Phones,Phones Product 26,8,3728.0,640.0,0.1,86.72
ORD-2023-01114,2023-08-19,Customer 035,Home Office,West,Texas,Houston,First Class,Furniture,Chairs,Chairs Product 31,3,421.49,4.15,0.2,18.27
ORD-2023-01115,2023-06-17,Customer 163,Consumer,East,Georgia,Atlanta,Second Class,Office Supplies,Appliances,Appliances Product 06,1,107.42,2.04,0.2,5.58
ORD-2022-01116,2022-12-01,Customer 079,Consumer,South,Washington,Seattle,Second Class,Office Supplies,Storage,Storage Product 38,6,687.94,3.45,0.05,32.93
ORD-2022-01117,2022-01-12,Customer 271,Consumer,Central,Pennsylvania,Philadelphia,Second Class,Office Supplies,Storage,Storage Product 37,3,211.45,-15.99,0.3,10.83
ORD-2024-01118,2024-01-26,Customer 087,Consumer,West,Georgia,Atlanta,Second Class,Office Supplies,Binders,Binders Product 42,4,120.7,24.54,0.15,4.72
ORD-2021-01119,2021-08-01,Customer 019,Corporate,East,Ohio,Columbus,Standard Class,Office Supplies,Binders,Binders Product 73,8,88.15,-5.39,0.3,4.45
ORD-2024-01120,2024-08-21,Customer 122,Corporate,South,Florida,Orlando,First Class,Office Supplies,Appliances,Appliances Product 63,3,428.22,12.19,0.05,23.47
ORD-2024-01121,2024-07-27,Customer 199,Home Office,East,Washington,Seattle,First Class,Furniture,Tables,Tables Product 33,7,2991.6,244.69,0.0,216.37
ORD-2021-01122,2021-02-12,Customer 107,Consumer,West,Georgia,Atlanta,Same Day,Furniture,Bookcases,Bookcases Product 52,5,436.59,-88.25,0.4,18.5
ORD-2023-01123,2023-08-02,Customer 069,Consumer,South,Illinois,Chicago,Second Class,Office Supplies,Appliances,Appliances Product 68,3,340.69,0.28,0.15,9.67
ORD-2024-01124,2024-12-30,Customer 281,Corporate,South,Michigan,Detroit,First Class,Technology,Accessories,Accessories Product 53,2,129.94,1.43,0.3,5.11
ORD-2022-01125,2022-03-14,Customer 112,Corporate,West,Florida,Orlando,Second Class,Furniture,Furnishings,Furnishings Product 44,3,83.41,12.15,0.0,4.24
ORD-2024-01126,2024-09-12,Customer 089,Consumer,West,Washington,Tacoma,Second Class,Furniture,Furnishings,Furnishings Product 35,2,172.75,27.12,0.1,13.64
ORD-2024-01127,2024-08-06,Customer 272,Consumer,West,Washington,Seattle,Standard Class,Furniture,Tables,Tables Product 05,4,1121.82,-46.43,0.2,66.13
ORD-2021-01128,2021-06-25,Customer 110,Consumer,West,Illinois,Chicago,First Class,Technology,Phones,Phones Product 40,8,4286.99,299.1,0.2,298.56
ORD-2024-01129,2024-06-30,Customer 052,Consumer,South,Illinois,Chicago,Second Class,Office Supplies,Art,Art Product 72,7,161.78,31.72,0.0,4.11
ORD-2021-01130,2021-12-01,Customer 128,Corporate,West,Pennsylvania,Pittsburgh,Second Class,Furniture,Furnishings,Furnishings Product 15,7,570.41,83.06,0.15,33.17
ORD-2023-01131,2023-07-01,Customer 011,Consumer,West,Ohio,Cleveland,First Class,Technology,Phones,Phones Product 76,1,460.71,87.56,0.0,27.52
ORD-2023-01132,2023-06-23,Customer 190,Consumer,East,Pennsylvania,Pittsburgh,First Class,Furniture,Tables,Tables Product 09,1,320.39,-29.67,0.3,8.5
ORD-2024-01133,2024-10-19,Customer 043,Home Office,West,Washington,Tacoma,Same Day,Furniture,Tables,Tables Product 46,7,1641.0,245.25,0.0,88.91
